Tipo;Nome;Descrição
Ritos Menores;893;Acólito em Rito de Com. e Oferenda das Vestes da Sagr. Sacerdotal
Ritos Menores;895;Ofic. do Rito de Harmonização em Santuário
Ritos Menores;896;Acólito em Rito de Harmonização em Santuário
Ritos Menores;897;Ofic. de Rito de preparação de cordão
Ritos Menores;898;Acólito em Rito de preparação de cordão
Instrutoria;900;Cargos de Instrutoria e assemelhados
Instrutoria;901;Instrutor do GTPré
Instrutoria;902;Instrutor Auxiliar do GTPré
Instrutoria;903;Auxiliar de Instrução no GTPré
Instrutoria;904;Secretaria do GTPré
Instrutoria;911;Instrutor de 1º Grau
Instrutoria;912;Instrutor Auxiliar de 1º Grau
Instrutoria;913;Auxiliar de Instrução no 1º Grau
Instrutoria;914;Auxiliar de grau no 1º Grau
Instrutoria;921;Instrutor de 2º Grau
Instrutoria;922;Instrutor Auxiliar de 2º Grau
Instrutoria;923;Auxiliar de Instrução no 2º Grau
Instrutoria;924;Auxiliar de grau no 2º Grau
Instrutoria;931;Instrutor de 3º Grau
Instrutoria;932;Instrutor Auxiliar de 3º Grau
Instrutoria;933;Auxiliar de Instrução no 3º Grau
Instrutoria;934;Auxiliar de grau no 3º Grau
Instrutoria;941;Instrutor de 4º Grau
Instrutoria;942;Instrutor Auxiliar de 4º Grau
Instrutoria;943;Auxiliar de Instrução no 4º Grau
Instrutoria;944;Auxiliar de grau no 4º Grau
Instrutoria;951;Instrutor de 5º Grau
Instrutoria;952;Instrutor Auxiliar de 5º Grau
Instrutoria;953;Auxiliar de Instrução no 5º Grau
Instrutoria;954;Auxiliar de grau no 5º Grau
Instrutoria;961;Instrutor do Colégio Sacerdotal
Instrutoria;962;Instrutor Auxiliar do Colégio Sacerdotal
Instrutoria;963;Auxiliar de grau no Colégio Sacerdotal
Instrutoria;971;Instrutor Auxiliar do Colégio Sacerdotal (Instr. Coleginho)
Instrutoria;972;Auxiliar de Instrução no Colégio Sacerdotal (Coleginho)
Instrutoria;973;Auxiliar de grau no Colégio Sacerdotal (Coleginho)
Instrutoria;981;..... substituir pelo cód 50 administrativo
Instrutoria;982;...... substituir pelo cód 51 administrativo
Instrutoria;991;Sac. Convocado p/prova de verificação e aprendizagem 1ºgrau (2ª iniciação)
Instrutoria;992;Sac. Convocado p/prova de verificação e aprendizagem 2ºgrau (3ª iniciação)
Instrutoria;993;Sac. Convocado p/prova de verificação e aprendizagem 3ºgrau (4ª iniciação)
Instrutoria;994;Sac. Convocado p/prova de verificação e aprendizagem 4ºgrau (5ª iniciação)
Instrutoria;995;Sac. Convocado p/secretaria de verificação e aprendizagem 1ºgrau (2ª iniciação)
Instrutoria;996;Sac. Convocado p/secretaria de verificação e aprendizagem 2ºgrau (3ª iniciação)
Instrutoria;997;Sac. Convocado p/secretaria de verificação e aprendizagem 3ºgrau (4ª iniciação)
Instrutoria;998;Sac. Convocado p/secretaria de verificação e aprendizagem 4ºgrau (5ª iniciação)
Instrutoria;999;Sac. Convocado p/aferição de Tônica
Punições;1000;Códigos das Punições
Punições;1010;Falta disciplinar
Punições;1020;Advertência verbal
Punições;1030;Advertência escrita
Punições;1040;Suspensão
Punições;1050;Exclusão disciplinar administrativa
Punições;1060;Exclusão disciplinar grave
Punições;1110;Desligado do 1º grau por carência
Punições;1120;Desligado do 2º grau por carência
Punições;1130;Desligado do 3º grau por carência
Punições;1140;Desligado do 4º grau por carência
Punições;1150;Desligado do 5º grau por carência
Punições;1160;Desligado do coleginho por carência
